scenario,phase,second,time_s,channel,prn,raw_start_sample,raw_end_sample,raw_power,prompt_magnitude,method,budget,score
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random2_k3,3,1.2060815869247719
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random3_k3,3,0.9236895941802691
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random4_k3,3,1.3555175235509402
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random5_k3,3,0.3120561268107589
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random1_k5,5,0.5147063038643331
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random2_k5,5,1.1173802858338562
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random3_k5,5,1.2756522567761812
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random4_k5,5,0.555353437363425
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random5_k5,5,0.8370462190651462
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random1_k9,9,0.4372577171424312
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random2_k9,9,0.20062073919961243
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random3_k9,9,0.6479281363436968
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random4_k9,9,0.8509866046357569
cleanStatic,train,10,10.01024576,6,7,250006144,250506144,5603761.2253560005,4661053.675841856,random5_k9,9,0.4505901747446966
cleanStatic,train,10,10.01039164,7,10,250009791,250509791,5604565.068465999,2798777.8183896462,dense_two_source_glrt,187,0.522698216679897
cleanStatic,train,10,10.01039164,7,10,250009791,250509791,5604565.068465999,2798777.8183896462,dense_one_source_residual,187,2.4114691394591437
cleanStatic,train,10,10.01039164,7,10,250009791,250509791,5604565.068465999,2798777.8183896462,raw_power_only,0,5604565.068465999
cleanStatic,train,10,10.01039164,7,10,250009791,250509791,5604565.068465999,2798777.8183896462,analytic_sparse_k3,3,0.7365096245804912
cleanStatic,train,10,10.01039164,7,10,250009791,250509791,5604565.068465999,2798777.8183896462,uniform_k3,3,2.3694507270555363
cleanStatic,train,10,10.01039164,7,10,250009791,250509791,5604565.068465999,2798777.8183896462,shuffled_k3,3,0.6996658624922995
